Day,daily_new_cases,daily_recovered_cases,new_deaths,infectious,cumulative_cases,cumulative_infectious,cumulative_recovered,cumulative_deaths,school_closures,workplace_closures,cancel_public_events,restriction_gatherings,stay_home_requirements,facial_coverings,public_information_campaigns,close_public_transport,restrictions_internal_movements,international_travel_controls,testing_policy,contact_tracing,vaccination_policy,childhood_vaccine_availability,vaccine_eligibility_age,income_support,debt_relief,vaccine_eligibility_age_categorical
2020-12-05,1000,588,10,26847,343698,6072506,316851,2928,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-06,1358,1386,8,26819,345056,6099325,318237,2936,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-07,1864,903,7,27780,346920,6127105,319140,2943,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-08,1769,889,12,28660,348689,6155765,320029,2955,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-09,1869,1019,13,29510,350558,6185275,321048,2968,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-10,2006,1426,13,30090,352564,6215365,322474,2981,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-11,1834,1142,11,30782,354398,6246147,323616,2992,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-12,1298,912,16,31168,355696,6277315,324528,3008,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-13,1726,1890,9,31004,357422,6308319,326418,3017,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-14,2321,1255,11,32070,359743,6340389,327673,3028,2,2,2,3,2,4,2,0,2,3,3,2,0,0,nil,2,1,0
2020-12-15,2893,1193,15,33770,362636,6374159,328866,3043,2,2,2,3,2,3,2,1,2,3,3,2,0,0,nil,2,1,0
2020-12-16,2860,1611,15,35019,365496,6409178,330477,3058,2,2,2,3,2,3,2,1,2,3,3,2,0,0,nil,2,1,0
2020-12-17,2847,1934,17,35932,368343,6445110,332411,3075,2,2,2,3,2,3,2,1,2,3,3,2,0,0,nil,2,1,0
2020-12-18,2791,1543,16,37180,371134,6482290,333954,3091,2,2,2,3,2,3,2,1,2,3,3,2,0,0,nil,2,1,0
2020-12-19,1888,1080,20,37988,373022,6520278,335034,3111,2,2,2,3,2,3,2,1,2,3,3,2,3,1,60,2,1,1
2020-12-20,3094,2543,18,38539,376116,6558817,337577,3129,2,2,2,3,2,3,2,1,2,3,3,2,3,1,60,2,1,1
2020-12-21,3860,1544,16,40855,379976,6599672,339121,3145,2,2,2,3,2,3,2,1,2,3,3,2,3,1,60,2,1,1
2020-12-22,4380,1616,13,43619,384356,6643291,340737,3158,2,2,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-23,4037,2013,25,45643,388393,6688934,342750,3183,2,2,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-24,4048,2854,15,46837,392441,6735771,345604,3198,2,2,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-25,4005,2387,21,48455,396446,6784226,347991,3219,2,2,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-26,2658,1794,23,49319,399104,6833545,349785,3242,2,2,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-27,3533,4177,21,48675,402637,6882220,353962,3263,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-28,5521,2464,32,51732,408158,6933952,356426,3295,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-29,5632,2374,25,54990,413790,6988942,358800,3320,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-30,5869,3712,16,57147,419659,7046089,362512,3336,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2020-12-31,5864,4233,36,58778,425523,7104867,366745,3372,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-01,6011,3430,34,61359,431534,7166226,370175,3406,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-02,4212,2029,27,63542,435746,7229768,372204,3433,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-03,5230,5542,26,63230,440976,7292998,377746,3459,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-04,8424,3067,38,68587,449400,7361585,380813,3497,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-05,8226,2943,23,73870,457626,7435455,383756,3520,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-06,7883,4750,43,77003,465509,7512458,388506,3563,2,3,2,3,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-07,7662,5827,48,78838,473171,7591296,394333,3611,2,3,2,4,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-08,8160,4813,46,82185,481331,7673481,399146,3657,2,3,2,4,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-09,5164,3060,20,84289,486495,7757770,402206,3677,2,3,2,4,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-10,6954,8316,43,82927,493449,7840697,410522,3720,2,3,2,4,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-11,9727,4823,28,87831,503176,7928528,415345,3748,2,3,2,4,2,3,2,1,2,4,3,2,3,1,60,2,1,1
2021-01-12,9295,4546,55,92580,512471,8021108,419891,3803,2,3,2,4,2,3,2,1,2,4,3,2,3,1,55,2,1,2
2021-01-13,9470,7977,57,94073,521941,8115181,427868,3860,2,3,2,4,2,3,2,1,2,4,3,2,3,1,55,2,1,2
2021-01-14,9297,9144,59,94226,531238,8209407,437012,3919,2,3,2,4,2,3,2,1,2,4,3,2,3,1,55,2,1,2
2021-01-15,8428,7963,52,94691,539666,8304098,444975,3971,2,3,2,4,2,3,2,1,2,4,3,2,3,1,55,2,1,2
2021-01-16,5085,4260,47,95516,544751,8399614,449235,4018,2,3,2,4,2,3,2,1,2,4,3,2,3,1,55,2,1,2
2021-01-17,5659,10858,56,90317,550410,8489931,460093,4074,2,3,2,4,2,3,2,1,2,4,3,2,3,1,55,2,1,2
2021-01-18,10120,6136,46,94301,560530,8584232,466229,4120,2,3,2,4,2,3,2,1,2,4,3,2,4,1,45,2,1,3
2021-01-19,8631,5470,43,97462,569161,8681694,471699,4163,2,3,2,4,2,3,2,1,2,4,3,2,4,1,40,2,1,4
2021-01-20,8361,8732,57,97091,577522,8778785,480431,4220,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-21,7268,9920,47,94439,584790,8873224,490351,4267,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-22,7387,8410,65,93416,592177,8966640,498761,4332,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-23,2447,4160,52,91703,594624,9058343,502921,4384,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-24,4935,10484,75,86154,599559,9144497,513405,4459,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-25,8716,5590,60,89280,608275,9233777,518995,4519,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-26,7817,5070,53,92027,616092,9325804,524065,4572,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-27,7750,8634,61,91143,623842,9416947,532699,4633,2,3,2,4,2,3,2,1,2,4,3,2,4,1,35,2,1,5
2021-01-28,7196,9179,49,89160,631038,9506107,541878,4682,2,3,2,4,2,3,2,1,2,4,3,2,4,1,16,2,1,6
2021-01-29,6775,7511,45,88424,637813,9594531,549389,4727,2,3,2,4,2,3,2,1,2,4,3,2,4,1,16,2,1,6
2021-01-30,2627,3528,38,87523,640440,9682054,552917,4765,2,3,2,4,2,3,2,1,2,4,3,2,4,1,16,2,1,6
2021-01-31,5238,10051,51,82710,645678,9764764,562968,4816,2,3,2,4,2,3,2,1,2,4,3,2,4,1,16,2,1,6
2021-02-01,8930,5099,46,86541,654608,9851305,568067,4862,2,3,2,4,2,3,2,1,2,4,3,2,4,1,16,2,1,6
2021-02-02,8021,4379,61,90183,662629,9941488,572446,4923,2,3,2,4,2,3,2,1,2,4,3,2,4,1,16,2,1,6
2021-02-03,7464,8148,57,89499,670093,10030987,580594,4980,2,3,2,4,2,3,2,1,2,4,3,2,4,2,16,2,1,6
2021-02-04,7261,8102,48,88658,677354,10119645,588696,5028,2,3,2,4,2,3,2,1,2,4,3,2,4,2,16,2,1,6
2021-02-05,6599,7222,34,88035,683953,10207680,595918,5062,2,3,2,4,2,3,2,1,2,4,3,2,4,2,16,2,1,6
2021-02-06,2658,3038,51,87655,686611,10295335,598956,5113,2,3,2,4,2,3,2,1,2,4,3,2,4,2,16,2,1,6
2021-02-07,4605,9674,44,82586,691216,10377921,608630,5157,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-08,7854,4966,30,85474,699070,10463395,613596,5187,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-09,6172,4895,42,86751,705242,10550146,618491,5229,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-10,5676,8211,32,84216,710918,10634362,626702,5261,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-11,5084,8703,30,80597,716002,10714959,635405,5291,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-12,4674,7190,41,78081,720676,10793040,642595,5332,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-13,1890,3380,29,76591,722566,10869631,645975,5361,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-14,3489,9557,37,70523,726055,10940154,655532,5398,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-15,5199,4839,16,70883,731254,11011037,660371,5414,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-16,4584,3725,42,71742,735838,11082779,664096,5456,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-17,4169,6477,27,69434,740007,11152213,670573,5483,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-18,3337,7438,35,65333,743344,11217546,678011,5518,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-19,3793,5879,22,63247,747137,11280793,683890,5540,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-20,1255,3368,26,61134,748392,11341927,687258,5566,2,2,2,4,0,3,2,1,0,4,3,2,4,2,16,2,1,6
2021-02-21,3113,7363,25,56884,751505,11398811,694621,5591,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-02-22,4811,3644,15,58051,756316,11456862,698265,5606,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-02-23,4442,3144,35,59349,760758,11516211,701409,5641,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-02-24,4377,5336,27,58390,765135,11574601,706745,5668,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-02-25,3820,4973,23,57237,768955,11631838,711718,5691,2,3,2,4,2,3,2,1,2,4,3,2,5,2,16,2,1,6
2021-02-26,3819,3728,22,57328,772774,11689166,715446,5713,2,3,2,4,2,3,2,1,2,4,3,2,5,2,16,2,1,6
2021-02-27,1443,1560,30,57211,774217,11746377,717006,5743,2,3,2,4,2,3,2,1,2,4,3,2,5,2,16,2,1,6
2021-02-28,3029,5616,21,54624,777246,11801001,722622,5764,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-01,4854,2724,18,56754,782100,11857755,725346,5782,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-02,4404,2907,21,58251,786504,11916006,728253,5803,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-03,4671,4568,17,58354,791175,11974360,732821,5820,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-04,3659,4748,17,57265,794834,12031625,737569,5837,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-05,3695,3950,18,57010,798529,12088635,741519,5855,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-06,1841,1907,20,56944,800370,12145579,743426,5875,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-07,2367,5668,16,53643,802737,12199222,749094,5891,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-08,3798,2664,21,54777,806535,12253999,751758,5912,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-09,3127,2903,15,55001,809662,12309000,754661,5927,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-10,2843,4531,17,53313,812505,12362313,759192,5944,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-11,2553,4946,18,50920,815058,12413233,764138,5962,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-12,2414,3874,12,49460,817472,12462693,768012,5974,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-13,787,2009,16,48238,818259,12510931,770021,5990,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-14,1436,5769,26,43905,819695,12554836,775790,6016,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-15,2130,2605,17,43430,821825,12598266,778395,6033,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-16,1563,2220,16,42773,823388,12641039,780615,6049,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-17,1544,3605,14,40712,824932,12681751,784220,6063,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-18,1261,3567,9,38406,826193,12720157,787787,6072,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-19,1087,2532,12,36961,827280,12757118,790319,6084,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-20,350,1450,7,35861,827630,12792979,791769,6091,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-21,681,3466,14,33076,828311,12826055,795235,6105,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-22,992,1672,13,32396,829303,12858451,796907,6118,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-23,694,736,14,32354,829997,12890805,797643,6132,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-24,480,2236,10,30598,830477,12921403,799879,6142,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-25,906,2091,9,29413,831383,12950816,801970,6151,2,2,2,4,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-26,546,1489,11,28470,831929,12979286,803459,6162,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-27,244,856,6,27858,832173,13007144,804315,6168,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-28,134,877,13,27115,832307,13034259,805192,6181,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-29,391,1467,11,26039,832698,13060298,806659,6192,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-30,459,809,13,25689,833157,13085987,807468,6205,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-03-31,500,1069,14,25120,833657,13111107,808537,6219,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-01,334,1061,8,24393,833991,13135500,809598,6227,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-02,419,633,15,24179,834410,13159679,810231,6242,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-03,123,460,7,23842,834533,13183521,810691,6249,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-04,197,1047,8,22992,834730,13206513,811738,6257,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-05,383,508,6,22867,835113,13229380,812246,6263,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-06,307,491,8,22683,835420,13252063,812737,6271,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-07,273,425,9,22531,835693,13274594,813162,6280,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-08,212,636,9,22107,835905,13296701,813798,6289,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-09,226,577,10,21756,836131,13318457,814375,6299,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-10,86,385,9,21457,836217,13339914,814760,6308,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-11,141,775,6,20823,836358,13360737,815535,6314,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-12,224,357,6,20690,836582,13381427,815892,6320,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-13,198,376,13,20512,836780,13401939,816268,6333,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-14,195,482,3,20225,836975,13422164,816750,6336,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-15,95,260,3,20060,837070,13442224,817010,6339,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-16,110,365,5,19805,837180,13462029,817375,6344,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-17,89,211,7,19683,837269,13481712,817586,6351,2,2,1,2,0,3,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-18,222,543,4,19362,837491,13501074,818129,6355,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-19,150,198,3,19314,837641,13520388,818327,6358,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-20,177,225,4,19266,837818,13539654,818552,6362,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-21,123,233,2,19156,837941,13558810,818785,6364,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-22,164,334,2,18986,838105,13577796,819119,6366,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-23,112,265,5,18833,838217,13596629,819384,6371,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-24,36,113,4,18756,838253,13615385,819497,6375,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-25,85,191,1,18650,838338,13634035,819688,6376,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-26,105,145,3,18610,838443,13652645,819833,6379,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-27,126,148,6,18588,838569,13671233,819981,6385,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-28,112,176,0,18524,838681,13689757,820157,6385,1,2,1,2,0,2,2,1,0,4,3,2,5,2,16,2,1,6
2021-04-29,102,168,2,18458,838783,13708215,820325,6387,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-04-30,79,130,2,18407,838862,13726622,820455,6389,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-01,15,71,2,18351,838877,13744973,820526,6391,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-02,60,216,1,18195,838937,13763168,820742,6392,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-03,97,152,3,18140,839034,13781308,820894,6395,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-04,68,108,2,18100,839102,13799408,821002,6397,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-05,75,139,2,18036,839177,13817444,821141,6399,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-06,56,143,2,17949,839233,13835393,821284,6401,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-07,34,87,2,17896,839267,13853289,821371,6403,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-08,16,64,1,17848,839283,13871137,821435,6404,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-09,34,145,1,17737,839317,13888874,821580,6405,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-10,76,57,2,17756,839393,13906630,821637,6407,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-11,40,85,1,17711,839433,13924341,821722,6408,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-12,29,93,1,17647,839462,13941988,821815,6409,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-13,35,74,2,17608,839497,13959596,821889,6411,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-14,27,64,0,17571,839524,13977167,821953,6411,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-15,20,45,1,17546,839544,13994713,821998,6412,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-16,38,99,1,17485,839582,14012198,822097,6413,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-17,15,18,3,17482,839597,14029680,822115,6416,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-18,28,90,0,17420,839625,14047100,822205,6416,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-19,56,89,1,17387,839681,14064487,822294,6417,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-20,38,74,0,17351,839719,14081838,822368,6417,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-21,22,34,2,17339,839741,14099177,822402,6419,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-22,12,25,0,17326,839753,14116503,822427,6419,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-23,30,85,1,17271,839783,14133774,822512,6420,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-24,30,30,1,17271,839813,14151045,822542,6421,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-25,23,42,1,17252,839836,14168297,822584,6422,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-26,19,36,0,17235,839855,14185532,822620,6422,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-27,17,38,2,17214,839872,14202746,822658,6424,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-28,18,40,1,17192,839890,14219938,822698,6425,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-29,13,17,0,17188,839903,14237126,822715,6425,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-30,4,69,0,17123,839907,14254249,822784,6425,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-05-31,15,28,0,17110,839922,14271359,822812,6425,1,2,1,2,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-06-01,35,36,2,17109,839957,14288468,822848,6427,1,1,0,0,0,2,2,0,0,4,3,2,5,2,16,2,1,6
2021-06-02,13,49,0,17073,839970,14305541,822897,6427,1,1,0,0,0,2,2,0,0,4,2,2,5,2,16,2,1,6
2021-06-03,11,130,1,16954,839981,14322495,823027,6428,1,1,0,0,0,2,2,0,0,4,2,2,5,2,16,2,1,6
2021-06-04,31,12,0,16973,840012,14339468,823039,6428,1,1,0,0,0,2,2,0,0,4,2,2,5,2,16,2,1,6
2021-06-05,6,6,1,16973,840018,14356441,823045,6429,1,1,0,0,0,2,2,0,0,4,2,2,5,2,16,2,1,6
2021-06-06,5,54,0,16924,840023,14373365,823099,6429,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-07,7,52,1,16879,840030,14390244,823151,6430,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-08,30,15,1,16894,840060,14407138,823166,6431,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-09,9,21,1,16882,840069,14424020,823187,6432,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-10,18,32,0,16868,840087,14440888,823219,6432,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-11,18,19,0,16867,840105,14457755,823238,6432,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-12,5,14,0,16858,840110,14474613,823252,6432,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-13,3,28,1,16833,840113,14491446,823280,6433,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
2021-06-14,26,21,0,16838,840139,14508284,823301,6433,1,1,0,0,0,2,2,0,0,4,2,2,5,3,5,2,1,7
